 -4.80026847576174E-01 -1.88155763062281E-01 -4.27043807533949E-01 -3.93497571275502E-01 -2.63504180894973E-01  7.28176354947286E-02 -4.72509476069531E-02  1.80495606121040E-02  1.03677527073757E-02 -6.98994814240252E-01
 -2.60164918206236E-01  1.71201331854033E-02 -5.43979416120931E-01  2.48279474046505E-02 -7.39688551987594E-01  6.94190413605125E-03  1.61835161086268E-02  1.89133275923454E-01  1.19799610283889E-02  1.24204836044032E-01
 -3.65242793523974E-01  2.08433487236559E-01  1.66895288071574E-03  2.92086754581038E-03 -7.21929812612121E-01  1.53869723474407E-01  1.52660738225567E-02  1.94449864364802E-01  2.10783375291999E-01  1.68045973267282E-01
 -7.69504997246689E-01  9.91163580335018E-02 -9.99341216005699E-01  5.89340943454269E-04  1.44238312047774E-01 -4.79181863298429E-01  6.13428174413900E-03  1.07840454492269E-02 -6.64243542863233E-01 -3.36021622131222E-01
 -2.68017525942666E-01 -3.29678740665504E-02  5.04279882372507E-03  2.20723633625673E-01 -2.69624369226108E-01  3.10149082909777E-02 -3.69315332189220E-02  6.76410973811627E-02 -5.95929673061907E-01  2.47901246372320E-01
 -4.28148221170616E-01  1.60352588058991E-02  1.15554578718023E-02 -9.44819888629993E-01  1.00700688770468E-01  2.30241447280526E-01  2.24217433552456E-02 -4.22223281738185E-01 -3.29245659498578E-01 -8.09473950092131E-01
  5.79461232588283E-02 -7.17427041570868E-01 -9.46498677821170E-01 -9.63524001984840E-01 -7.46551912921057E-01  5.49445568994678E-02  1.24836349642017E-02 -6.14700609204784E-02 -6.93771845247934E-01  9.36169879043225E-02
 -6.65168012684079E-01 -7.78391270574705E-02  1.28155701485776E-04 -9.41991720830438E-01 -3.39893210972528E-01 -1.19232884520392E-01 -6.35849328641590E-01 -7.96369601067861E-01  1.34688950652387E-03  3.02391931671933E-02
 -1.64028800618617E-01  2.11245820947954E-04 -5.99425108811351E-01  5.15284682766431E-02  1.77972552097831E-01  8.44978274677743E-02 -5.05124667551551E-01  8.11228754287577E-02  1.25745367519165E-01  1.11951650350690E-01
 -3.92774020860642E-02 -8.60081082868740E-01 -6.30316381654363E-02 -2.95598320884015E-01  8.30478592424948E-02 -7.48280519785805E-01  1.07160011516304E-02 -3.09352280658934E-01  2.09102910611104E-01 -1.75474415955197E-02
